ACCOUNT_NUMBER,COMPANY_AREA,GEOGRAPHIC_AREA,MONTH_NAME,YEAR_NAME,MONTH_YEAR,TYPE_OF_ACTIVITY,PRODUCT_COMBO,INTERNET_SPEED,SOURCE_OF_SALE,TYPE_OF_CONNECT_INSTALL,CUSTOMER_DISCONNECT_REASON,MONTHLY_RECURRING_REVENUE,EXPENSE_SALES_AND_MARKETING,EXPENSE_CONNECT_INSTALL,EXPENSE_PRODUCT_SUPPORT,TOTAL_EXPENSE,TOTAL_MARGIN
75920435,MID-ATLANTIC AREA,WEST,JAN,2020,JAN-2020,CONNECT,INTERNET & TV,FASTER,CALL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75920436,MID-ATLANTIC AREA,SOUTH-WEST,FEB,2019,FEB-2019,DISCONNECT,INTERNET ONLY,FAST,,,UNKNOWN,-$50.00,$0.00,$0.00,$0.00,$0.00,-$50.00
75920437,MID-ATLANTIC AREA,SOUTH-WEST,FEB,2020,FEB-2020,CONNECT,INTERNET ONLY,FAST,CALL,XFINITY PROFESSIONAL INSTALL,,$50.00,-$15.00,-$10.00,-$5.00,-$30.00,$20.00
75920438,MID-ATLANTIC AREA,EAST,MAR,2020,MAR-2020,CONNECT,INTERNET & TV & PHONE,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$20.00,-$14.00,-$22.00,-$56.00,$19.00
75920439,MID-ATLANTIC AREA,SOUTH-EAST,MAR,2019,MAR-2019,DISCONNECT,INTERNET & TV,FASTEST,,,MOVED,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75920440,MID-ATLANTIC AREA,NORTH,JAN,2020,JAN-2020,DISCONNECT,INTERNET & TV & PHONE,FASTEST,,,SERVICE,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75920441,MID-ATLANTIC AREA,NORTH-WEST,JAN,2020,JAN-2020,DISCONNECT,INTERNET ONLY,FASTEST,,,UNKNOWN,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75920442,MID-ATLANTIC AREA,NORTH-EAST,FEB,2020,FEB-2020,DISCONNECT,INTERNET ONLY,FASTEST,,,MOVED,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75920443,MID-ATLANTIC AREA,WEST,MAR,2019,MAR-2019,CONNECT,INTERNET ONLY,FASTER,ONLINE,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75920444,MID-ATLANTIC AREA,EAST,MAR,2020,MAR-2020,CONNECT,INTERNET & TV & PHONE,FASTEST,DOOR TO DOOR,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75920445,MID-ATLANTIC AREA,NORTH-EAST,JAN,2020,JAN-2020,DISCONNECT,INTERNET ONLY,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75920446,MID-ATLANTIC AREA,WEST,MAR,2019,MAR-2019,CONNECT,INTERNET & TV,FASTER,CALL,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
75920447,MID-ATLANTIC AREA,NORTH,JAN,2019,JAN-2019,DISCONNECT,INTERNET ONLY,FASTEST,,,UNKNOWN,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75920448,MID-ATLANTIC AREA,SOUTH,FEB,2019,FEB-2019,CONNECT,INTERNET ONLY,FASTER,CALL,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75920449,MID-ATLANTIC AREA,NORTH-EAST,FEB,2019,FEB-2019,CONNECT,INTERNET ONLY,FASTER,ONLINE,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75920450,MID-ATLANTIC AREA,SOUTH,JAN,2020,JAN-2020,CONNECT,INTERNET ONLY,FASTEST,STORE/RETAIL,CUSTOMER SELF INSTALL,,$100.00,-$15.00,-$5.00,-$5.00,-$25.00,$75.00
75920451,MID-ATLANTIC AREA,EAST,MAR,2019,MAR-2019,CONNECT,INTERNET & TV & PHONE,FASTEST,CALL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75920452,MID-ATLANTIC AREA,SOUTH,MAR,2020,MAR-2020,DISCONNECT,INTERNET & TV,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75920453,MID-ATLANTIC AREA,SOUTH,FEB,2020,FEB-2020,DISCONNECT,INTERNET ONLY,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75920454,MID-ATLANTIC AREA,NORTH-WEST,FEB,2020,FEB-2020,DISCONNECT,INTERNET & TV,FASTEST,,,UNKNOWN,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75920455,MID-ATLANTIC AREA,WEST,FEB,2020,FEB-2020,CONNECT,INTERNET ONLY,FASTER,CALL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$15.00,-$10.00,-$5.00,-$30.00,$45.00
75920456,MID-ATLANTIC AREA,SOUTH-WEST,MAR,2019,MAR-2019,CONNECT,INTERNET & TV,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75920457,MID-ATLANTIC AREA,EAST,JAN,2019,JAN-2019,CONNECT,INTERNET & TV,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75920458,MID-ATLANTIC AREA,SOUTH,JAN,2019,JAN-2019,CONNECT,INTERNET ONLY,FASTER,STORE/RETAIL,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75920459,MID-ATLANTIC AREA,SOUTH,MAR,2019,MAR-2019,DISCONNECT,INTERNET ONLY,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75920460,MID-ATLANTIC AREA,SOUTH,FEB,2020,FEB-2020,DISCONNECT,INTERNET & TV,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75920461,MID-ATLANTIC AREA,SOUTH,JAN,2019,JAN-2019,DISCONNECT,INTERNET ONLY,FASTEST,,,MOVED,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75920462,MID-ATLANTIC AREA,SOUTH-EAST,MAR,2019,MAR-2019,CONNECT,INTERNET & TV & PHONE,FASTEST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75920463,MID-ATLANTIC AREA,NORTH-WEST,JAN,2020,JAN-2020,CONNECT,INTERNET ONLY,FAST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$50.00,-$15.00,-$10.00,-$5.00,-$30.00,$20.00
75920464,MID-ATLANTIC AREA,NORTH-EAST,FEB,2020,FEB-2020,DISCONNECT,INTERNET & TV,FASTEST,,,MOVED,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75920465,MID-ATLANTIC AREA,EAST,MAR,2019,MAR-2019,CONNECT,INTERNET ONLY,FASTEST,CALL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$15.00,-$10.00,-$5.00,-$30.00,$70.00
75920466,MID-ATLANTIC AREA,NORTH-EAST,JAN,2019,JAN-2019,CONNECT,INTERNET & TV,FASTEST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$100.00,-$18.00,-$12.00,-$20.00,-$50.00,$50.00
75920467,MID-ATLANTIC AREA,SOUTH-EAST,FEB,2019,FEB-2019,DISCONNECT,INTERNET & TV,FASTEST,,,UNKNOWN,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75920468,MID-ATLANTIC AREA,WEST,FEB,2020,FEB-2020,DISCONNECT,INTERNET & TV,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75920469,MID-ATLANTIC AREA,WEST,MAR,2019,MAR-2019,CONNECT,INTERNET & TV,FASTER,DOOR TO DOOR,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75920470,MID-ATLANTIC AREA,NORTH-WEST,MAR,2019,MAR-2019,CONNECT,INTERNET & TV,FASTER,CALL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75920471,MID-ATLANTIC AREA,SOUTH,FEB,2020,FEB-2020,DISCONNECT,INTERNET ONLY,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75920472,MID-ATLANTIC AREA,WEST,FEB,2020,FEB-2020,CONNECT,INTERNET & TV,FASTER,STORE/RETAIL,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
75920473,MID-ATLANTIC AREA,EAST,FEB,2019,FEB-2019,CONNECT,INTERNET & TV & PHONE,FASTEST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75920474,MID-ATLANTIC AREA,NORTH-WEST,JAN,2020,JAN-2020,CONNECT,INTERNET ONLY,FASTEST,STORE/RETAIL,CUSTOMER SELF INSTALL,,$100.00,-$15.00,-$5.00,-$5.00,-$25.00,$75.00
75920475,MID-ATLANTIC AREA,WEST,JAN,2019,JAN-2019,CONNECT,INTERNET & TV,FASTER,CALL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75920476,MID-ATLANTIC AREA,NORTH-WEST,MAR,2019,MAR-2019,CONNECT,INTERNET ONLY,FASTER,STORE/RETAIL,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75920477,MID-ATLANTIC AREA,SOUTH-WEST,FEB,2020,FEB-2020,DISCONNECT,INTERNET ONLY,FAST,,,UNKNOWN,-$50.00,$0.00,$0.00,$0.00,$0.00,-$50.00
75920478,MID-ATLANTIC AREA,EAST,JAN,2020,JAN-2020,CONNECT,INTERNET & TV & PHONE,FASTEST,CALL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75920479,MID-ATLANTIC AREA,WEST,MAR,2019,MAR-2019,DISCONNECT,INTERNET & TV,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75920480,MID-ATLANTIC AREA,NORTH-WEST,JAN,2020,JAN-2020,DISCONNECT,INTERNET ONLY,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75920481,MID-ATLANTIC AREA,NORTH-WEST,MAR,2020,MAR-2020,CONNECT,INTERNET & TV,FASTEST,DOOR TO DOOR,XFINITY PROFESSIONAL INSTALL,,$100.00,-$18.00,-$12.00,-$20.00,-$50.00,$50.00
75920482,MID-ATLANTIC AREA,WEST,FEB,2020,FEB-2020,CONNECT,INTERNET ONLY,FAST,CALL,XFINITY PROFESSIONAL INSTALL,,$50.00,-$15.00,-$10.00,-$5.00,-$30.00,$20.00
75920483,MID-ATLANTIC AREA,EAST,JAN,2019,JAN-2019,DISCONNECT,INTERNET ONLY,FASTEST,,,SERVICE,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75920484,MID-ATLANTIC AREA,NORTH,MAR,2019,MAR-2019,CONNECT,INTERNET ONLY,FAST,CALL,CUSTOMER SELF INSTALL,,$50.00,-$15.00,-$5.00,-$5.00,-$25.00,$25.00
75920485,MID-ATLANTIC AREA,NORTH-WEST,FEB,2019,FEB-2019,CONNECT,INTERNET & TV,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75920486,MID-ATLANTIC AREA,SOUTH-EAST,MAR,2020,MAR-2020,CONNECT,INTERNET & TV,FASTER,ONLINE,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
75920487,MID-ATLANTIC AREA,EAST,MAR,2019,MAR-2019,CONNECT,INTERNET & TV,FASTEST,STORE/RETAIL,CUSTOMER SELF INSTALL,,$100.00,-$18.00,-$5.00,-$20.00,-$43.00,$57.00
75920488,MID-ATLANTIC AREA,WEST,FEB,2019,FEB-2019,CONNECT,INTERNET ONLY,FASTER,DOOR TO DOOR,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75920489,MID-ATLANTIC AREA,NORTH-WEST,MAR,2020,MAR-2020,CONNECT,INTERNET & TV,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75920490,MID-ATLANTIC AREA,NORTH-WEST,MAR,2019,MAR-2019,DISCONNECT,INTERNET & TV,FASTER,,,COMPETITION,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75920491,MID-ATLANTIC AREA,SOUTH,JAN,2019,JAN-2019,CONNECT,INTERNET ONLY,FASTER,CALL,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75920492,MID-ATLANTIC AREA,SOUTH,FEB,2019,FEB-2019,DISCONNECT,INTERNET ONLY,FASTEST,,,MOVED,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75920493,MID-ATLANTIC AREA,EAST,MAR,2019,MAR-2019,CONNECT,INTERNET ONLY,FAST,CALL,XFINITY PROFESSIONAL INSTALL,,$50.00,-$15.00,-$10.00,-$5.00,-$30.00,$20.00
75920494,MID-ATLANTIC AREA,SOUTH-WEST,MAR,2020,MAR-2020,DISCONNECT,INTERNET & TV & PHONE,FASTEST,,,SERVICE,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75920495,MID-ATLANTIC AREA,SOUTH,MAR,2019,MAR-2019,CONNECT,INTERNET & TV,FASTEST,CALL,CUSTOMER SELF INSTALL,,$100.00,-$18.00,-$5.00,-$20.00,-$43.00,$57.00
75920496,MID-ATLANTIC AREA,EAST,JAN,2019,JAN-2019,DISCONNECT,INTERNET & TV,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75920497,MID-ATLANTIC AREA,SOUTH-EAST,FEB,2019,FEB-2019,CONNECT,INTERNET ONLY,FASTER,CALL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$15.00,-$10.00,-$5.00,-$30.00,$45.00
75920498,MID-ATLANTIC AREA,WEST,JAN,2020,JAN-2020,CONNECT,INTERNET & TV & PHONE,FASTEST,STORE/RETAIL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75920499,MID-ATLANTIC AREA,EAST,MAR,2019,MAR-2019,CONNECT,INTERNET ONLY,FASTEST,CALL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$15.00,-$10.00,-$5.00,-$30.00,$70.00
75920500,MID-ATLANTIC AREA,NORTH-EAST,JAN,2019,JAN-2019,DISCONNECT,INTERNET & TV,FASTEST,,,UNKNOWN,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75920501,MID-ATLANTIC AREA,WEST,MAR,2020,MAR-2020,CONNECT,INTERNET & TV & PHONE,FASTEST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75920502,MID-ATLANTIC AREA,NORTH-EAST,JAN,2020,JAN-2020,DISCONNECT,INTERNET & TV,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75920503,MID-ATLANTIC AREA,EAST,JAN,2020,JAN-2020,DISCONNECT,INTERNET & TV & PHONE,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75920504,MID-ATLANTIC AREA,SOUTH-WEST,FEB,2020,FEB-2020,CONNECT,INTERNET & TV & PHONE,FASTER,CALL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$20.00,-$14.00,-$22.00,-$56.00,$19.00
75920505,MID-ATLANTIC AREA,EAST,JAN,2020,JAN-2020,DISCONNECT,INTERNET ONLY,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75920506,MID-ATLANTIC AREA,NORTH-WEST,MAR,2020,MAR-2020,DISCONNECT,INTERNET & TV,FASTER,,,SERVICE,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75920507,MID-ATLANTIC AREA,WEST,JAN,2019,JAN-2019,CONNECT,INTERNET & TV & PHONE,FASTER,CALL,CUSTOMER SELF INSTALL,,$75.00,-$20.00,-$5.00,-$22.00,-$47.00,$28.00
75920508,MID-ATLANTIC AREA,NORTH-WEST,JAN,2019,JAN-2019,CONNECT,INTERNET & TV,FAST,CALL,CUSTOMER SELF INSTALL,,$50.00,-$18.00,-$5.00,-$20.00,-$43.00,$7.00
75920509,MID-ATLANTIC AREA,NORTH-EAST,FEB,2020,FEB-2020,CONNECT,INTERNET & TV,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75920510,MID-ATLANTIC AREA,WEST,FEB,2019,FEB-2019,DISCONNECT,INTERNET & TV,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75920511,MID-ATLANTIC AREA,NORTH-WEST,FEB,2019,FEB-2019,DISCONNECT,INTERNET & TV,FASTER,,,SERVICE,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75920512,MID-ATLANTIC AREA,WEST,MAR,2020,MAR-2020,CONNECT,INTERNET ONLY,FASTER,ONLINE,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75920513,MID-ATLANTIC AREA,NORTH-WEST,MAR,2019,MAR-2019,DISCONNECT,INTERNET & TV & PHONE,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75920514,MID-ATLANTIC AREA,NORTH-EAST,JAN,2019,JAN-2019,DISCONNECT,INTERNET ONLY,FASTEST,,,UNKNOWN,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75920515,MID-ATLANTIC AREA,SOUTH,JAN,2020,JAN-2020,CONNECT,INTERNET ONLY,FASTEST,CALL,CUSTOMER SELF INSTALL,,$100.00,-$15.00,-$5.00,-$5.00,-$25.00,$75.00
75920516,MID-ATLANTIC AREA,NORTH-WEST,MAR,2020,MAR-2020,CONNECT,INTERNET & TV,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75920517,MID-ATLANTIC AREA,NORTH,JAN,2019,JAN-2019,CONNECT,INTERNET & TV & PHONE,FASTER,DOOR TO DOOR,XFINITY PROFESSIONAL INSTALL,,$75.00,-$20.00,-$14.00,-$22.00,-$56.00,$19.00
75920518,MID-ATLANTIC AREA,WEST,FEB,2019,FEB-2019,DISCONNECT,INTERNET & TV & PHONE,FASTEST,,,UNKNOWN,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75920519,MID-ATLANTIC AREA,SOUTH-EAST,FEB,2019,FEB-2019,CONNECT,INTERNET ONLY,FASTER,ONLINE,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75920520,MID-ATLANTIC AREA,SOUTH,MAR,2020,MAR-2020,DISCONNECT,INTERNET ONLY,FAST,,,UNKNOWN,-$50.00,$0.00,$0.00,$0.00,$0.00,-$50.00
75920521,MID-ATLANTIC AREA,SOUTH,JAN,2020,JAN-2020,DISCONNECT,INTERNET & TV,FASTEST,,,UNKNOWN,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75920522,MID-ATLANTIC AREA,EAST,FEB,2019,FEB-2019,CONNECT,INTERNET ONLY,FAST,CALL,XFINITY PROFESSIONAL INSTALL,,$50.00,-$15.00,-$10.00,-$5.00,-$30.00,$20.00
75920523,MID-ATLANTIC AREA,SOUTH,JAN,2020,JAN-2020,CONNECT,INTERNET ONLY,FAST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$50.00,-$15.00,-$10.00,-$5.00,-$30.00,$20.00
75920524,MID-ATLANTIC AREA,WEST,MAR,2020,MAR-2020,CONNECT,INTERNET & TV,FASTER,CALL,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75920525,MID-ATLANTIC AREA,SOUTH,MAR,2020,MAR-2020,CONNECT,INTERNET & TV & PHONE,FASTEST,DOOR TO DOOR,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75920526,MID-ATLANTIC AREA,SOUTH-EAST,JAN,2020,JAN-2020,CONNECT,INTERNET ONLY,FASTER,ONLINE,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75920527,MID-ATLANTIC AREA,NORTH,FEB,2019,FEB-2019,CONNECT,INTERNET ONLY,FAST,CALL,CUSTOMER SELF INSTALL,,$50.00,-$15.00,-$5.00,-$5.00,-$25.00,$25.00
75920528,MID-ATLANTIC AREA,NORTH-WEST,FEB,2019,FEB-2019,CONNECT,INTERNET & TV & PHONE,FASTEST,DOOR TO DOOR,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75920529,MID-ATLANTIC AREA,EAST,JAN,2020,JAN-2020,CONNECT,INTERNET & TV & PHONE,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$20.00,-$14.00,-$22.00,-$56.00,$19.00
75920530,MID-ATLANTIC AREA,NORTH,MAR,2019,MAR-2019,CONNECT,INTERNET & TV,FASTER,ONLINE,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
75920531,MID-ATLANTIC AREA,SOUTH-EAST,JAN,2020,JAN-2020,CONNECT,INTERNET ONLY,FASTER,CALL,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75920532,MID-ATLANTIC AREA,NORTH-EAST,JAN,2019,JAN-2019,DISCONNECT,INTERNET ONLY,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75920533,MID-ATLANTIC AREA,WEST,FEB,2020,FEB-2020,CONNECT,INTERNET ONLY,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$15.00,-$10.00,-$5.00,-$30.00,$45.00
75920534,MID-ATLANTIC AREA,WEST,FEB,2019,FEB-2019,CONNECT,INTERNET & TV,FASTEST,STORE/RETAIL,CUSTOMER SELF INSTALL,,$100.00,-$18.00,-$5.00,-$20.00,-$43.00,$57.00
75920535,MID-ATLANTIC AREA,EAST,JAN,2019,JAN-2019,CONNECT,INTERNET & TV,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75920536,MID-ATLANTIC AREA,WEST,FEB,2019,FEB-2019,DISCONNECT,INTERNET & TV,FASTEST,,,UNKNOWN,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75920537,MID-ATLANTIC AREA,NORTH,FEB,2020,FEB-2020,CONNECT,INTERNET ONLY,FASTER,CALL,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75920538,MID-ATLANTIC AREA,SOUTH,JAN,2019,JAN-2019,CONNECT,INTERNET ONLY,FASTER,STORE/RETAIL,CUSTOMER SELF INSTALL,,$75.00,-$15.00,-$5.00,-$5.00,-$25.00,$50.00
75920539,MID-ATLANTIC AREA,WEST,FEB,2019,FEB-2019,CONNECT,INTERNET & TV & PHONE,FASTEST,CALL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75920540,MID-ATLANTIC AREA,SOUTH,MAR,2019,MAR-2019,CONNECT,INTERNET ONLY,FAST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$50.00,-$15.00,-$10.00,-$5.00,-$30.00,$20.00
75920541,MID-ATLANTIC AREA,WEST,FEB,2020,FEB-2020,CONNECT,INTERNET & TV & PHONE,FASTEST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75920542,MID-ATLANTIC AREA,NORTH,MAR,2019,MAR-2019,CONNECT,INTERNET & TV,FASTER,ONLINE,XFINITY PROFESSIONAL INSTALL,,$75.00,-$18.00,-$12.00,-$20.00,-$50.00,$25.00
75920543,MID-ATLANTIC AREA,NORTH-WEST,JAN,2019,JAN-2019,DISCONNECT,INTERNET & TV,FASTEST,,,SERVICE,-$100.00,$0.00,$0.00,$0.00,$0.00,-$100.00
75920544,MID-ATLANTIC AREA,SOUTH,MAR,2019,MAR-2019,DISCONNECT,INTERNET & TV,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75920545,MID-ATLANTIC AREA,WEST,FEB,2019,FEB-2019,DISCONNECT,INTERNET & TV,FASTER,,,MOVED,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75920546,MID-ATLANTIC AREA,SOUTH,MAR,2020,MAR-2020,CONNECT,INTERNET ONLY,FAST,STORE/RETAIL,XFINITY PROFESSIONAL INSTALL,,$50.00,-$15.00,-$10.00,-$5.00,-$30.00,$20.00
75920547,MID-ATLANTIC AREA,NORTH-WEST,JAN,2019,JAN-2019,CONNECT,INTERNET ONLY,FASTEST,CALL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$15.00,-$10.00,-$5.00,-$30.00,$70.00
75920548,MID-ATLANTIC AREA,SOUTH,MAR,2019,MAR-2019,DISCONNECT,INTERNET ONLY,FAST,,,UNKNOWN,-$50.00,$0.00,$0.00,$0.00,$0.00,-$50.00
75920549,MID-ATLANTIC AREA,NORTH-WEST,JAN,2020,JAN-2020,CONNECT,INTERNET & TV,FASTER,ONLINE,CUSTOMER SELF INSTALL,,$75.00,-$18.00,-$5.00,-$20.00,-$43.00,$32.00
75920550,MID-ATLANTIC AREA,SOUTH-EAST,JAN,2019,JAN-2019,CONNECT,INTERNET ONLY,FASTEST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$100.00,-$15.00,-$10.00,-$5.00,-$30.00,$70.00
75920551,MID-ATLANTIC AREA,NORTH,JAN,2020,JAN-2020,CONNECT,INTERNET & TV & PHONE,FASTEST,CALL,XFINITY PROFESSIONAL INSTALL,,$100.00,-$20.00,-$14.00,-$22.00,-$56.00,$44.00
75920552,MID-ATLANTIC AREA,SOUTH,MAR,2019,MAR-2019,DISCONNECT,INTERNET & TV,FASTER,,,UNKNOWN,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75920553,MID-ATLANTIC AREA,NORTH,FEB,2020,FEB-2020,CONNECT,INTERNET ONLY,FASTEST,ONLINE,XFINITY PROFESSIONAL INSTALL,,$100.00,-$15.00,-$10.00,-$5.00,-$30.00,$70.00
75920554,MID-ATLANTIC AREA,WEST,MAR,2019,MAR-2019,DISCONNECT,INTERNET & TV,FASTER,,,SERVICE,-$75.00,$0.00,$0.00,$0.00,$0.00,-$75.00
75920555,MID-ATLANTIC AREA,WEST,JAN,2019,JAN-2019,CONNECT,INTERNET & TV,FASTEST,DOOR TO DOOR,CUSTOMER SELF INSTALL,,$100.00,-$18.00,-$5.00,-$20.00,-$43.00,$57.00
